cust_index;cust_count;pattern_index;cdr_count;pattern_duration;profile_duration;pattern_marker;profile_marker;cust_imsi;cust_isdn;cust_imei;cust_operator;call_type;call_services;call_date;call_week_day;session_duration_secs;session_duration_hms;session_download;session_upload;corresp1_type;corresp1_isdn;corresp2_type;corresp2_isdn;network_mcc;network_mnc;network_msc;network_bts;network_lac;network_cellid;network_latitude;network_longitude
0;10;10;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/14 16:16:20;Friday;452;00:07:32;;;GSM;060700S181;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;11;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/14 20:36:26;Friday;627;00:10:27;;;GSM;063000S155;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;12;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/18 09:10:51;Tuesday;355;00:05:55;;;GSM;060800S159;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;13;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/30 17:12:30;Sunday;613;00:10:13;;;GSM;063000S102;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;14;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/02 00:43:07;Sunday;626;00:10:26;;;GSM;063700S163;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;15;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/17 16:49:01;Monday;462;00:07:42;;;GSM;063700S106;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;16;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/14 10:31:22;Friday;570;00:09:30;;;GSM;063200S116;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;17;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/12 05:26:15;Wednesday;406;00:06:46;;;GSM;063100S169;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;18;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/10 20:46:28;Monday;433;00:07:13;;;GSM;063100S172;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;19;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/25 09:12:38;Tuesday;656;00:10:56;;;GSM;063700S106;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;20;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/20 12:54:33;Thursday;240;00:04:00;;;GSM;063200S120;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;21;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/02 21:07:10;Sunday;536;00:08:56;;;GSM;063000S166;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;22;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/30 12:11:03;Sunday;692;00:11:32;;;GSM;063000S155;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;23;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/21 13:02:50;Friday;439;00:07:19;;;GSM;063300S161;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;24;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/28 16:41:58;Friday;525;00:08:45;;;GSM;063000S139;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;25;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/28 22:11:21;Friday;612;00:10:12;;;GSM;063300S108;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;26;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/30 12:31:59;Sunday;240;00:04:00;;;GSM;063700S104;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;27;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/12 07:12:59;Wednesday;415;00:06:55;;;GSM;060700S132;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;28;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/08 02:48:25;Saturday;475;00:07:55;;;GSM;063100S169;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;29;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/13 01:38:54;Thursday;359;00:05:59;;;GSM;063300S171;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;30;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/23 22:00:21;Sunday;523;00:08:43;;;GSM;063100S151;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;31;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/18 13:06:42;Tuesday;259;00:04:19;;;GSM;060800S115;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;32;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/03 16:25:43;Monday;382;00:06:22;;;GSM;063000S102;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;33;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/22 22:07:54;Saturday;630;00:10:30;;;GSM;063300S161;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;34;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/05 05:00:48;Wednesday;458;00:07:38;;;GSM;063100S177;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;35;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/01 12:37:02;Saturday;249;00:04:09;;;GSM;063000S102;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;36;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/10 22:49:27;Monday;475;00:07:55;;;GSM;063000S142;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;37;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/15 17:09:43;Saturday;537;00:08:57;;;GSM;063100S177;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;38;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/03 22:59:02;Monday;518;00:08:38;;;GSM;063000S178;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;39;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/12 12:57:31;Wednesday;371;00:06:11;;;GSM;063200S131;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;40;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/04 22:35:02;Tuesday;654;00:10:54;;;GSM;063200S147;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;41;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/27 12:17:06;Thursday;712;00:11:52;;;GSM;063000S148;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;42;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/23 12:37:29;Sunday;634;00:10:34;;;GSM;063300S108;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;43;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/12 09:23:25;Wednesday;543;00:09:03;;;GSM;060800S103;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;44;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/01 14:46:57;Saturday;607;00:10:07;;;GSM;063000S117;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;45;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/28 21:45:52;Friday;431;00:07:11;;;GSM;063100S164;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;46;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/24 12:03:13;Monday;498;00:08:18;;;GSM;060700S181;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;47;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/19 19:21:17;Wednesday;557;00:09:17;;;GSM;063100S188;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;48;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/07 12:58:55;Friday;528;00:08:48;;;GSM;063000S148;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;49;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/09 05:14:52;Sunday;635;00:10:35;;;GSM;063700S145;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;50;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/20 21:14:19;Thursday;584;00:09:44;;;GSM;063200S120;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;51;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/27 13:44:18;Thursday;480;00:08:00;;;GSM;063100S105;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;52;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/21 23:35:14;Friday;504;00:08:24;;;GSM;060700S167;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;53;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/10 15:53:11;Monday;547;00:09:07;;;GSM;063000S166;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;54;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/07 14:25:42;Friday;603;00:10:03;;;GSM;063100S169;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;55;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/01 18:41:15;Saturday;238;00:03:58;;;GSM;063200S111;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;56;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/03 06:47:59;Monday;703;00:11:43;;;GSM;060700S181;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;57;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/22 13:25:00;Saturday;601;00:10:01;;;GSM;063000S098;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;58;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/30 12:32:09;Sunday;608;00:10:08;;;GSM;063300S156;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;59;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/21 23:00:22;Friday;516;00:08:36;;;GSM;063200S111;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;60;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/30 13:18:02;Sunday;525;00:08:45;;;GSM;063100S105;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;61;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/21 09:11:04;Friday;559;00:09:19;;;GSM;063200S140;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;62;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/29 06:13:27;Saturday;309;00:05:09;;;GSM;063000S113;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;63;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/18 11:35:27;Tuesday;347;00:05:47;;;GSM;063000S142;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;64;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/16 12:37:32;Sunday;460;00:07:40;;;GSM;060800S119;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;65;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/06 13:42:21;Thursday;586;00:09:46;;;GSM;063300S125;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;66;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/05 12:08:59;Wednesday;369;00:06:09;;;GSM;063200S107;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;67;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/29 10:43:49;Saturday;523;00:08:43;;;GSM;063300S171;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;68;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/22 22:39:43;Saturday;308;00:05:08;;;GSM;060700S146;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;69;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/15 03:10:07;Saturday;604;00:10:04;;;GSM;063000S113;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;70;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/27 19:18:53;Thursday;602;00:10:02;;;GSM;063700S186;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;71;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/13 12:09:09;Thursday;642;00:10:42;;;GSM;063000S179;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;72;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/06 12:34:06;Thursday;263;00:04:23;;;GSM;063300S185;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;73;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/04 16:06:46;Tuesday;612;00:10:12;;;GSM;063300S108;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;74;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/13 04:45:25;Thursday;272;00:04:32;;;GSM;063100S188;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;75;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/01 13:28:49;Saturday;418;00:06:58;;;GSM;063200S107;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;76;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/17 13:30:09;Monday;549;00:09:09;;;GSM;063700S154;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;77;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/24 09:41:03;Monday;383;00:06:23;;;GSM;063700S162;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;78;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/09 13:49:09;Sunday;482;00:08:02;;;GSM;060800S137;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;79;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/07 13:03:25;Friday;385;00:06:25;;;GSM;063300S141;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;80;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/06 06:20:19;Thursday;446;00:07:26;;;GSM;060700S167;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;81;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/13 17:04:06;Thursday;464;00:07:44;;;GSM;063200S147;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;82;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/30 13:42:29;Sunday;381;00:06:21;;;GSM;063200S174;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;83;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/02 12:47:48;Sunday;464;00:07:44;;;GSM;063300S194;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;84;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/28 06:06:55;Friday;244;00:04:04;;;GSM;060700S167;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;85;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/05 13:57:57;Wednesday;578;00:09:38;;;GSM;063000S123;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;86;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/29 07:44:08;Saturday;375;00:06:15;;;GSM;063200S187;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;87;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/23 14:07:06;Sunday;596;00:09:56;;;GSM;063300S194;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;88;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/02 12:35:38;Sunday;363;00:06:03;;;GSM;063200S174;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;89;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/08 07:34:13;Saturday;538;00:08:58;;;GSM;063000S179;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;90;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/28 17:48:11;Friday;254;00:04:14;;;GSM;063100S164;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;91;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/26 13:19:32;Wednesday;624;00:10:24;;;GSM;063100S188;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;92;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/05 07:58:05;Wednesday;617;00:10:17;;;GSM;063300S100;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;93;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/21 09:17:20;Friday;412;00:06:52;;;GSM;063300S184;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;94;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/12 17:40:53;Wednesday;394;00:06:34;;;GSM;060800S182;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;95;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/29 11:23:43;Saturday;325;00:05:25;;;GSM;063000S099;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;96;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/19 08:15:47;Wednesday;660;00:11:00;;;GSM;063700S186;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;97;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/21 08:44:24;Friday;443;00:07:23;;;GSM;063700S144;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;98;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/16 18:32:51;Sunday;620;00:10:20;;;GSM;063000S135;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;99;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/22 12:54:06;Saturday;652;00:10:52;;;GSM;060800S193;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;100;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/05 03:31:57;Wednesday;691;00:11:31;;;GSM;063700S154;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;101;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/25 20:10:47;Tuesday;536;00:08:56;;;GSM;063000S101;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
0;10;102;900;142560;216000;Voice calls in Community;15/15 120min;100000000000099;063000S098;44927500000000;FRAF2;MOC;Voice;2016/10/23 13:54:00;Sunday;685;00:11:25;;;GSM;063000S101;;;260;01;MSC3;BTSC4;2641;51170;5.354185;43.538727
